Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,KIF23,aipysurusLaevis,GO:0072383,plus-end-directed vesicle transport along microtubule,"The directed movement of a vesicle towards the plus end of a microtubule, mediated by motor proteins. This process begins with the attachment of a vesicle to a microtubule, and ends when the vesicle reaches its final destination.",BP
Four,ATP5MC1,aipysurusLaevis,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",CC
Four,ATP5MC1,aipysurusLaevis,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)","All non-F1 subunits of a hydrogen-transporting ATP synthase, including integral and peripheral membrane proteins.",CC
Four,ATP5MC1,aipysurusLaevis,GO:0015986,ATP synthesis coupled proton transport,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.,BP
Four,ATP5MC1,aipysurusLaevis,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain","A protein complex that forms part of a proton-transporting two-sector ATPase complex and carries out proton transport across a membrane. The proton-transporting domain (F0, V0, or A0) includes integral and peripheral membrane proteins.",CC
Four,ATP5MC1,aipysurusLaevis,GO:0015078,proton transmembrane transporter activity,Enables the transfer of a proton from one side of a membrane to the other.,MF
Four,CBY1,aipysurusLaevis,GO:0036064,ciliary basal body,"A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport.",CC
Four,CBY1,aipysurusLaevis,GO:0045444,fat cell differentiation,"The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat.",BP
Four,CBY1,aipysurusLaevis,GO:0060271,cilium assembly,"The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole.",BP
Four,CBY1,aipysurusLaevis,GO:0005814,centriole,"A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle.",CC
Four,CBY1,aipysurusLaevis,GO:0090090,negative regulation of canonical Wnt signaling pathway,"Any process that decreases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
Four,CBY1,aipysurusLaevis,GO:0033504,floor plate development,The progression of the floor plate over time from its initial formation until its mature state.,BP
Four,CBY1,aipysurusLaevis,GO:0055007,cardiac muscle cell differentiation,The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction.,BP
Four,ROR2,aipysurusLaevis,GO:0008285,negative regulation of cell population proliferation,"Any process that stops, prevents or reduces the rate or extent of cell proliferation.",BP
Four,ROR2,aipysurusLaevis,GO:0030335,positive regulation of cell migration,"Any process that activates or increases the frequency, rate or extent of cell migration.",BP
Four,ROR2,aipysurusLaevis,GO:0001501,skeletal system development,"The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton).",BP
Four,ROR2,aipysurusLaevis,GO:0030154,cell differentiation,"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.",BP
Four,ROR2,aipysurusLaevis,GO:0030509,BMP signaling pathway,"A series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription.",BP
Four,ROR2,aipysurusLaevis,GO:0045165,cell fate commitment,The commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field.,BP
Four,ROR2,aipysurusLaevis,GO:0045893,"positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,ROR2,aipysurusLaevis,GO:0042472,inner ear morphogenesis,"The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively.",BP
Four,ROR2,aipysurusLaevis,GO:0001502,cartilage condensation,The condensation of mesenchymal cells that have been committed to differentiate into chondrocytes.,BP
Four,ROR2,aipysurusLaevis,GO:0001756,somitogenesis,The formation of mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo.,BP
Four,ROR2,aipysurusLaevis,GO:0007224,smoothened signaling pathway,A series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened.,BP
Four,ROR2,aipysurusLaevis,GO:0042733,embryonic digit morphogenesis,"The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe.",BP
Four,ROR2,aipysurusLaevis,GO:0017147,Wnt-protein binding,"Interacting selectively and non-covalently with Wnt-protein, a secreted growth factor involved in signaling.",MF
Four,ROR2,aipysurusLaevis,GO:0005109,frizzled binding,Interacting selectively and non-covalently with a frizzled (fz) receptor.,MF
Four,ROR2,aipysurusLaevis,GO:0090263,positive regulation of canonical Wnt signaling pathway,"Any process that increases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
Four,ROR2,aipysurusLaevis,GO:0060395,SMAD protein signal transduction,"The cascade of processes by which a signal interacts with a receptor, causing a change in the activity of a SMAD protein, and ultimately effecting a change in the functioning of the cell.",BP
Four,ROR2,aipysurusLaevis,GO:0090090,negative regulation of canonical Wnt signaling pathway,"Any process that decreases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
Four,ROR2,aipysurusLaevis,GO:0031435,mitogen-activated protein kinase kinase kinase binding,"Interacting selectively and non-covalently with a mitogen-activated protein kinase kinase kinase, any protein that can phosphorylate a MAP kinase kinase.",MF
Four,ROR2,aipysurusLaevis,GO:0007254,JNK cascade,"An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell.",BP
Four,ROR2,aipysurusLaevis,GO:0060828,regulation of canonical Wnt signaling pathway,"Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
